"YEAR","IP_ID","AR_ID","PD","PD_POOL","DFLT_FLAG"
2022,"GGK989","14363531",0.00000628378601347029,"1",0
2022,"VEG118","32269484",0.995125588160091,"5",1
2022,"LVK577","30461458",0.000000706383936082926,"1",0
2022,"USB491","52818600",0.000000236925891301733,"1",0
2022,"SEE176","69890166",0.000000294447204073983,"1",0
2022,"LSD686","42304159",0.00000173916460727851,"1",0
2022,"UCP750","91323511",0.685604769092722,"5",1
2022,"BHI898","67570540",0.000015949958759807,"1",0
2022,"PWW095","12769733",0.000000357205090809648,"1",0
2022,"LFI084","97085662",0.000000102199629431202,"1",0
2022,"BKG700","97025194",0.867104909229456,"5",1
2022,"GCK775","33340174",0.000000732351363487834,"1",0
2022,"LCL666","26962273",0.00000586078281070034,"1",0
2022,"NSR147","06585151",0.000000554900841767804,"1",0
2022,"NNP243","24034352",0.000000132304249614465,"1",0
2022,"REK097","66372961",0.000000573317604885336,"1",0
2022,"KGQ983","14633756",0.00000546560000366227,"1",0
2022,"GOX881","52029147",0.000000828925291943309,"1",0
2022,"PBJ217","97790381",0.0000047658951595205,"1",0
2022,"XYH970","50699518",0.00000231711395114596,"1",0
2022,"TKX489","14150825",0.00000110886390454638,"1",0
2022,"GMY770","54848555",0.000000250435592602345,"1",0
2022,"UXC274","67937377",0.000000347440094976484,"1",0
2022,"SWT676","97218156",0.000000219927774149232,"1",0
2022,"KCK887","40394009",0.000000454873490247459,"1",0
2022,"GDB079","70660835",0.528557561157991,"5",1
2022,"SIQ563","60465004",0.000000285434283624668,"1",0
2022,"NYS060","01458257",0.00000111962366528558,"1",0
2022,"NJV405","54399015",0.000000785252092425258,"1",0
2022,"QQO596","80497202",0.00000125263079467935,"1",0
2022,"ASB608","22332720",NA,NA,0
2022,"DRF079","96684686",0.00000057917396521618,"1",0
2022,"ZPF391","67884391",0.00000493411533126366,"1",0
2022,"SXW179","75274702",0.000000432943666482403,"1",0
2022,"UWH766","78993568",0.0000275853203202765,"1",0
2022,"FKX711","65426050",0.000000330499114970133,"1",0
2022,"OBU438","65781290",0.00000204257365677469,"1",0
2022,"ZOE413","26068011",0.00000255044106403974,"1",0
2022,"AXT919","19896876",0.000000413949245736296,"1",0
2022,"HMB855","81225211",0.00000281777523256538,"1",0
2022,"YBL211","80581347",0.00000186187156241149,"1",0
2022,"KED770","75026013",0.000000260460444767154,"1",0
2022,"GTJ835","83433542",0.00000367347105215583,"1",0
2022,"AGF030","51756586",0.000000390092533304513,"1",0
2022,"MAG851","29920427",0.000000195910388180462,"1",0
2022,"JCD145","15961979",0.920496439637482,"5",1
2022,"WOZ452","98846839",0.685983751698203,"5",1
2022,"AAS710","11575672",0.00000259113150944647,"1",0
2022,"ORL974","29701845",0.000000102834611333074,"1",0
2022,"ZBU802","92259762",0.00000244196439618,"1",0
2022,"ATU225","92061366",0.0000168805589811932,"1",0
2022,"YOM809","60155704",0.528789381170013,"5",1
2022,"ORY045","65042813",0.00000347711254765832,"1",0
2022,"WME549","54542690",0.974791078589209,"5",1
2022,"XUH024","39138788",0.000000973615923852639,"1",0
2022,"PDS029","33601666",0.0000135668527122149,"1",0
2022,"VDL644","32308198",0.00000055669100703885,"1",0
2022,"VQR275","09278008",0.00000578185084958682,"1",0
2022,"HZR996","89295040",0.0000170770509853955,"1",0
2022,"BKV624","90366491",0.827048239089076,"5",1
2022,"KMJ932","11057512",0.000000801288546743751,"1",0
2022,"GTW605","21837902",0.000000428550465940725,"1",0
2022,"OBQ355","19690645",0.000000251151162132137,"1",0
2022,"XXW912","59490817",0.850637531344123,"5",1
2022,"SEX123","07717031",0.00000275500794256051,"1",0
2022,"TBQ598","45550237",0.000000737402643965184,"1",0
2022,"MNT033","30020597",0.0000286770430460762,"1",0
2022,"UAC133","89896064",0.649744279499562,"5",1
2022,"CHX102","43245748",0.000000709800741025916,"1",0
2022,"DCW718","09414973",0.000000397105387433398,"1",0
2022,"XKJ212","40984981",0.00000101391398231511,"1",0
2022,"ROF736","12131991",0.000000331892391514428,"1",0
2022,"FTD058","62824452",0.00000767683647834662,"1",0
2022,"DUV780","16527747",0.000000730548028367948,"1",0
2022,"MGP857","82895981",0.00000393816319975949,"1",0
2022,"FEF254","26580251",0.00000139816417463416,"1",0
2022,"NCR505","34654859",0.00000120936546823477,"1",0
2022,"XCO643","26888704",0.000000557128206600662,"1",0
2022,"GJL473","72741963",0.00000162268649592329,"1",0
2022,"KMT943","95553369",0.00000694652575847798,"1",0
2022,"KJR644","50497533",0.987390219602779,"5",1
2022,"UTH823","97327809",0.000000119844444785173,"1",0
2022,"DBJ994","61881921",0.000000260595507351009,"1",0
2022,"KSR991","64511777",0.000000362448163959285,"1",0
2022,"SYN964","97350054",0.00000716441053601047,"1",0
2022,"LRQ262","76018731",0.000000374440853529742,"1",0
2022,"ONQ211","48851938",0.982073232764449,"5",1
2022,"VGG138","39953031",0.000000145759250275668,"1",0
2022,"WSI128","68248243",0.00000042657133016272,"1",0
2022,"ISJ715","53431060",0.0000000996199279780018,"1",0
2022,"WCV126","50233659",0.00000141126877123479,"1",0
2022,"VSP543","84642036",0.000000466254277197627,"1",0
2022,"UHF686","88709904",0.00000362701943824044,"1",0
2022,"OBR471","79359896",0.00000212636866763943,"1",0
2022,"BGX909","73247118",0.00000290856586031959,"1",0
2022,"ZKI695","38442208",0.000000708382835686211,"1",0
2022,"QJV623","86970569",0.0000185231995955632,"1",0
2022,"SYU410","37661236",0.000000144716013957487,"1",0
2022,"CIL511","72961827",0.00000848315461864028,"1",0
2022,"VNA729","27795470",0.000000182730354275931,"1",0
2022,"QWS049","43675169",0.000021655252534513,"1",0
2022,"ZFH515","88425323",0.000000502524347143614,"1",0
2022,"MGL564","63261257",0.000000170122351302195,"1",0
2022,"QTS514","20722969",0.00000320030625559899,"1",0
2022,"UUM151","97581964",0.000000106051285060526,"1",0
2022,"UYX259","33571615",0.0000071068727825981,"1",0
2022,"GWB440","56021332",0.00000185691484867552,"1",0
2022,"MZM277","34351978",0.0000122757786050479,"1",0
2022,"JEU743","20775774",0.000000232675939669378,"1",0
2022,"QZY230","32015837",0.000000541288651418321,"1",0
2022,"RBC869","33414228",0.00000923306630752263,"1",0
2022,"XKC629","65073717",0.00000626932542665394,"1",0
2022,"ZHI135","18450539",0.000000461922454373183,"1",0
2022,"XPM401","45621822",0.00000141502465742705,"1",0
2022,"MSF823","13017876",0.00000149976488441342,"1",0
2022,"RFP014","73546842",0.969932582623115,"5",1
2022,"PBR743","71397543",0.000000473975089899931,"1",0
2022,"UKO086","81885042",0.00000036415306947405,"1",0
2022,"OIA119","81153352",0.00000499930362666563,"1",0
2022,"ZOX854","76581684",0.000000254812832588354,"1",0
2022,"DYU876","46894728",0.000000513277423945372,"1",0
2022,"DYN129","23733269",0.00000125850165348507,"1",0
2022,"BRY671","13024638",0.0199413471338026,"4",1
2022,"MVS468","26306577",0.000000639121318036634,"1",0
2022,"VXL883","11512361",0.00000938996971707452,"1",0
2022,"RPE505","67648441",0.00000211741803374305,"1",0
2022,"OQH523","10742489",0.00000305747928311404,"1",0
2022,"LTB972","88449296",0.00000350618619756448,"1",0
2022,"KEY617","96163973",0.00000625374494517863,"1",0
2022,"XLP938","93428053",0.00000215312541523763,"1",0
2022,"HRW623","27562521",0.0000153929636702034,"1",0
2022,"PKR546","04337909",0.00000118915206978573,"1",0
2022,"UPQ625","28296231",0.00000596669712287334,"1",0
2022,"IBP665","49229509",0.000000429475279045817,"1",0
2022,"UAM865","11535796",0.333881671643241,"5",1
2022,"FUR066","32035448",0.00000150774383823254,"1",0
2022,"DMP800","42074810",0.00000064021284323871,"1",0
2022,"HMQ065","64065465",0.00000120767092508284,"1",0
2022,"TUP652","67687652",0.0000199855843312978,"1",0
2022,"TDY337","31767494",0.00000781832704310124,"1",0
2022,"UMV564","58031013",0.000000571777813781855,"1",0
2022,"SIR244","70097680",0.00000500781055789007,"1",0
2022,"EUX278","63248867",0.000000623347936939333,"1",0
2022,"QKO854","72474211",0.00000323523675541037,"1",0
2022,"QNT301","15792719",0.00000125482477921957,"1",0
2022,"RZX283","78514765",0.00000258218454567757,"1",0
2022,"JVM204","19549444",0.00000620838369797617,"1",0
2022,"POW441","91503770",0.000000607476061496569,"1",0
2022,"CER643","03893929",0.0000016476834255227,"1",0
2022,"EMT802","92507801",0.0000102304175557634,"1",0
2022,"NXT483","56619641",0.237621694732327,"5",1
2022,"SRW587","53452186",NA,NA,0
2022,"OHO593","14049869",0.00000387273715446618,"1",0
2022,"EIR493","99123377",0.000000203236819560968,"1",0
2022,"AXL165","40272937",0.872351744652358,"5",1
2022,"TFG482","34634744",0.00000632009916822191,"1",0
2022,"QTH678","14929475",0.0934287496180375,"5",1
2022,"RRR977","13541057",0.00000141027146212529,"1",0
2022,"WVJ281","79795948",0.882943810813826,"5",1
2022,"SHQ846","76839403",0.00000355507537444554,"1",0
2022,"GMM851","28098583",0.00000220058197213998,"1",0
2022,"KFU539","37232351",0.000000186831850962152,"1",0
2022,"HNQ438","98420018",0.00000028750070518027,"1",0
2022,"QOK333","49512452",0.882018139884813,"5",1
2022,"CIV383","41839506",0.0000162572641208335,"1",0
2022,"KYD065","43194026",0.00000529661226426998,"1",0
2022,"ZUX219","66516424",0.000000612189413922959,"1",0
2022,"UPD009","82165403",0.000025373812648776,"1",0
2022,"PLP683","27504185",0.00000219776318616759,"1",0
2022,"YEH161","86043919",0.00000521847828591129,"1",0
2022,"YBQ310","71117313",0.00000661397837540638,"1",0
2022,"VTB640","93506511",0.000000399609755110949,"1",0
2022,"XAO250","01380262",0.00000101187168363393,"1",0
2022,"GFY854","69925664",NA,NA,0
2022,"EGK676","50531323",0.00000213446961834229,"1",0
2022,"VKP684","54447819",0.000000320398292640074,"1",0
2022,"SVA109","37275586",0.000000558452185737205,"1",0
2022,"OAQ351","00313594",0.996252609218481,"5",1
2022,"FKH064","68888446",0.00000190223632169163,"1",0
2022,"UIN841","04226689",0.000000717132033700687,"1",0
2022,"IQP443","81367244",0.813108445106837,"5",1
2022,"KUW077","17554086",0.000000158387417823549,"1",0
2022,"KTU536","35417849",0.00000109902864770268,"1",0
2022,"FFR160","77084672",0.00000677091328943935,"1",0
2022,"YDS333","13785325",0.000000816987910304241,"1",0
2022,"PYG535","93304679",0.00000829869430542686,"1",0
2022,"WJD512","63043812",0.00000864899740747861,"1",0
2022,"TJM188","29426433",0.000000423425387796143,"1",0
2022,"PVO264","51231025",0.00000125052422378156,"1",0
2022,"ZQT695","56161647",0.000000480169310861665,"1",0
2022,"CFM323","77530263",0.000000285837202733771,"1",0
2022,"OQC749","88622317",0.000000625706815014713,"1",0
2022,"IWK346","47947243",0.00000173901073777367,"1",0
2022,"VUP859","55714523",0.00000319985176005051,"1",0
2022,"GJM360","97134443",0.000000146269597867204,"1",0
2022,"FDM225","01103669",0.0000258806569559743,"1",0
2022,"YTU943","15699778",0.000000648747008230248,"1",0
2022,"FGS527","20096341",0.000000452257024041595,"1",0
2022,"UJQ208","73064678",0.890895463694094,"5",1
2022,"AYS720","66375200",0.00000484638271841303,"1",0
2022,"BUE498","06235842",0.000000668496116111451,"1",0
2022,"YZE610","30654704",0.0000219689569158486,"1",0
2022,"UWH593","17520012",0.00000173212779644271,"1",0
2022,"JOY477","04793417",0.00000364055606966927,"1",0
2022,"ZVE649","93682313",0.00000930975379613601,"1",0
2022,"GFM148","92961074",0.00000116815630621352,"1",0
2022,"KGC030","82879120",0.0000107075221705638,"1",0
2022,"QBC978","39231548",0.000000179099766345268,"1",0
2022,"UOV367","37031527",0.00000942095865378884,"1",0
2022,"MMO416","83956679",0.000000984785520718928,"1",0
2022,"ZJO378","03023851",0.521670881473956,"5",1
2022,"VJJ650","71107595",0.000000615406945318459,"1",0
2022,"KVT024","06443871",0.00000896187475329017,"1",0
2022,"LNG232","69444207",0.00000522819978805293,"1",0
2022,"XJB248","36238989",0.000000586882456658313,"1",0
2022,"UKC763","25540351",0.000000325008330352092,"1",0
2022,"KTZ121","47118467",0.00000487972925029252,"1",0
2022,"VPX624","88481003",0.000000665715291456055,"1",0
2022,"KWK526","24348728",0.000000193875814225724,"1",0
2022,"WDC749","78044089",0.83588907406391,"5",1
2022,"RIU017","78314347",0.000024924109225518,"1",0
2022,"XPS707","53121265",0.00000274718813049219,"1",0
2022,"MEN510","68055929",0.00000960542268378655,"1",0
2022,"IHP818","18898243",0.00000179820922353885,"1",0
2022,"UZX180","82042842",0.000000283559615748866,"1",0
2022,"HSY339","72753830",0.230957402711179,"5",1
2022,"BEF165","08205621",0.00000112597394367595,"1",0
2022,"GNB182","40707273",0.000000248943604792425,"1",0
2022,"BFY228","47221106",0.000000793216464113267,"1",0
2022,"UNX344","62972362",0.000000176840347606413,"1",0
2022,"QVJ557","67318748",0.0488277560491686,"5",1
2022,"LSO713","44816367",0.00000378934926288032,"1",0
2022,"RUE956","97429589",NA,NA,0
2022,"PJQ815","87049035",0.0000182541780915516,"1",0
2022,"INV072","67214529",0.00000177344464607459,"1",0
2022,"SMF378","21691744",0.000000686025659178587,"1",0
2022,"FJR483","23481501",0.00000786338214160788,"1",0
2022,"VQG619","31344684",0.0000027289801186959,"1",0
2022,"PXB786","84378043",0.00000214817399333639,"1",0
2022,"NUL327","13162364",0.000000413829599480622,"1",0
2022,"HPB137","54669329",0.000000347462357058117,"1",0
2022,"ZJO378","24673060",0.370614057557927,"5",1
2022,"QBD520","68314408",0.0000253062961765999,"1",0
2022,"UXD842","16278600",0.000000914768319848392,"1",0
2022,"GTV303","43862787",0.88292412972998,"5",1
2022,"XWH726","32989686",0.999873545543732,"5",1
2022,"QMZ933","40275808",0.792621785743045,"5",1
2022,"XYL310","03051949",0.00000397832491603773,"1",0
2022,"BGB412","09547976",0.0000008977003623747,"1",0
2022,"QOK333","29255534",0.846418744715366,"5",1
2022,"LMF022","82487947",0.000000332521522966315,"1",0
2022,"OWV711","03829056",0.000000155818931724314,"1",0
2022,"NQY932","69523703",0.00000463124850098517,"1",0
2022,"QIF988","82385995",0.00000522160217817294,"1",0
2022,"IQD758","88447740",0.00000743970459116683,"1",0
2022,"EED819","20876471",NA,NA,0
2022,"NRP229","46285479",0.00000717793954629629,"1",0
2022,"ZAV259","28954809",0.000000724150440096888,"1",0
2022,"BEJ711","55806564",0.000000500741054083822,"1",0
2022,"XUN720","47297506",0.00000222276507284453,"1",0
2022,"YIB929","05180698",0.00000195460799893186,"1",0
2022,"OMH053","08801860",0.00000151459975472329,"1",0
2022,"EDD273","34666500",0.000000239096914849863,"1",0
2022,"XDW939","78262182",0.00000375875069706937,"1",0
2022,"WJU757","71393703",0.000000866122914084105,"1",0
2022,"MKR913","62138924",0.00000164359608945971,"1",0
2022,"ZKF275","34559374",0.00000329042828659639,"1",0
2022,"AGP730","34687870",0.00000201791707456931,"1",0
2022,"FZW801","51102727",0.00000253899781028876,"1",0
2022,"LOP364","74286065",0.00000138945422937185,"1",0
2022,"FKA063","90509010",0.000000337115742979186,"1",0
2022,"DQB192","29007301",0.00000056942961412397,"1",0
2022,"RKX602","03635723",0.00000205927820561986,"1",0
2022,"AKF709","85644580",0.00000771244363419647,"1",0
2022,"NKB515","87596944",0.00000293904428244341,"1",0
2022,"BVZ209","44934696",NA,NA,0
2022,"CKW914","09195663",0.0000103426619651774,"1",0
2022,"QSN174","48947861",0.000000525869139763223,"1",0
2022,"YVR963","07975115",0.00000430668249504428,"1",0
2022,"UAT938","01352005",0.00000912915067096574,"1",0
2022,"EPU705","86800173",0.042539575925007,"4",1
2022,"SSJ106","62827222",0.000000323722811324763,"1",0
2022,"EWM303","60332358",0.0000355737287838289,"1",0
2022,"JDE953","38644527",0.375971177308922,"5",1
2022,"WWS568","11242438",0.000000344800160127233,"1",0
2022,"LVR927","81301840",0.0000047861085929015,"1",0
2022,"LCZ891","10091804",0.000000247068787512684,"1",0
2022,"GMH328","75100225",0.000000692003972259121,"1",0
2022,"XVS598","36010916",0.00000405965620833531,"1",0
2022,"KTK548","46800437",0.00000249637570518823,"1",0
2022,"WXM673","53900030",0.000000665648444528413,"1",0
2022,"OHO730","99467987",0.00000345844753207794,"1",0
2022,"ERY525","45387897",0.000000858245569403754,"1",0
2022,"FTJ423","53699392",0.75231503608292,"5",1
2022,"ELZ430","88238893",0.000000614347381028199,"1",0
2022,"PAE950","06252590",0.000000416772873637115,"1",0
2022,"QDA687","77860986",0.00000344393856521437,"1",0
2022,"HKN310","65867783",0.000000312211347052658,"1",0
2022,"EMQ912","57700415",0.0000114677541447861,"1",0
2022,"QLS130","94929936",0.00000108744027290659,"1",0
2022,"UPV000","00081996",0.000001443503694096,"1",0
2022,"IRU801","70397278",0.000000654322117303395,"1",0
2022,"LCN444","55271402",0.00000347166682624173,"1",0
2022,"GJH797","55355707",0.000000183854802077573,"1",0
2022,"IJU333","80360630",0.00000338469742204975,"1",0
2022,"TUB115","20952954",0.000000223841686858085,"1",0
2022,"HTP735","82125199",0.00000052903639219601,"1",0
2022,"ZAR235","50785932",0.0000108096852760574,"1",0
2022,"LZZ332","13129317",0.00000101158325416384,"1",0
2022,"DGB042","49871273",0.0000017754845959977,"1",0
2022,"QXP992","63105950",0.00000834894486977091,"1",0
2022,"KHI037","10715383",0.000000350645227598414,"1",0
2022,"BCN166","51372221",0.00000284619714466441,"1",0
2022,"EGL613","37840424",0.000000361585197856541,"1",0
2022,"XBK635","15173611",0.429359561899967,"5",1
2022,"EKI054","99619288",0.00000234344953643286,"1",0
2022,"OLC517","97335779",0.000000356640259969777,"1",0
2022,"EJO830","88217515",NA,NA,0
2022,"NKJ102","41466066",0.0000137179040398419,"1",0
2022,"TKO462","14944301",0.000000144204125540625,"1",0
2022,"BOF739","10117702",0.00000180007192551269,"1",0
2022,"UYT480","45472637",0.000000189918994453587,"1",0
2022,"FZE424","34665918",0.00000260629573835711,"1",0
2022,"TLI785","95815639",0.00000171573564313988,"1",0
2022,"BDW592","30878033",0.00000038591530720039,"1",0
2022,"YED837","23443543",0.00000314830108957079,"1",0
2022,"YMW729","44773646",0.0000024378899777434,"1",0
2022,"GHT620","44708774",0.00000107276947709207,"1",0
2022,"PRH874","30858152",0.000000368885403213019,"1",0
2022,"IKA105","24750692",0.000000407445237233959,"1",0
2022,"ZLK322","96672199",0.00000412620067833144,"1",0
2022,"SMO001","61549995",0.00000153992718767344,"1",0
2022,"XNG174","00676907",0.0000136776487011451,"1",0
2022,"VVW487","26715123",0.00000566217593839372,"1",0
2022,"BVD094","18676099",0.00000635667515776875,"1",0
2022,"ITE674","69553768",0.0000021323151912781,"1",0
2022,"CLZ716","83205963",0.00000037308864712385,"1",0
2022,"LXJ865","09134638",0.000000110404150641017,"1",0
2022,"RUY218","55113419",0.000000666435759122078,"1",0
2022,"CRP787","24141481",0.944396397794049,"5",1
2022,"AEY912","00541167",0.000000261312756199196,"1",0
2022,"VMH088","36833364",0.00000144771270065195,"1",0
2022,"UUL743","28919918",0.00000435476209625511,"1",0
2022,"HVD094","57608681",0.000000614347945994275,"1",0
2022,"IIH664","54099309",0.000000387239512818414,"1",0
2022,"EKL597","79578018",0.00000552551721635378,"1",0
2022,"NAE715","66835347",0.000000172229032705085,"1",0
2022,"CCU738","30405241",0.00000389798880281085,"1",0
2022,"ZTI306","33040180",0.000000326383677964537,"1",0
2022,"GTB333","30523717",0.00000133968750962197,"1",0
2022,"XUI199","16483728",0.000000243348492809801,"1",0
2022,"EDY639","23358670",NA,NA,0
2022,"PHA356","60165261",0.00000343042900314256,"1",0
2022,"VSP543","31005628",NA,NA,0
2022,"BHV383","89037546",0.00000076903611694322,"1",0
2022,"WZG825","79092435",0.000000639427619845568,"1",0
2022,"UOC809","40746626",0.000000656905781445735,"1",0
2022,"RNK090","16344298",0.000000133839316091872,"1",0
2022,"EUF232","60260925",0.00000155281969706343,"1",0
2022,"QFH375","72096068",0.00000103149696687278,"1",0
2022,"RQD474","25087876",0.00000125992350302947,"1",0
2022,"QVC501","35840779",0.627286128353734,"5",1
2022,"ONU344","80996207",0.0000042138753485722,"1",0
2022,"CYD112","23663181",0.000000121671127526115,"1",0
2022,"WTH260","65178290",0.00000583628392719565,"1",0
2022,"ALI543","38921848",0.000000250324046575398,"1",0
2022,"QRJ318","51112555",0.132895061672382,"5",1
2022,"SEW878","83091751",0.000000765545075856503,"1",0
2022,"GAR586","20390486",0.000000573287209678111,"1",0
2022,"LWL562","15435131",0.00000048341709719689,"1",0
2022,"OSM616","75770978",0.000000547019360366627,"1",0
2022,"EHQ769","55575643",0.00000619705262361595,"1",0
2022,"ENY749","92797277",0.00000956062143871462,"1",0
2022,"OUE309","36500539",0.000000581928177982008,"1",0
2022,"YXW279","65575373",0.0000376682663930674,"1",0
2022,"UUZ819","51000902",0.000000913144608612888,"1",0
2022,"HSM367","38449954",0.00000386958734937209,"1",0
2022,"ZDN335","73155413",0.00000256351911070776,"1",0
2022,"PSZ881","67327856",0.00000400345500863366,"1",0
2022,"JWA207","37465221",0.00000174728094260752,"1",0
2022,"OEN054","58655965",0.000000472944042726026,"1",0
2022,"DJI566","33721170",0.0000044189674849824,"1",0
2022,"ATG540","47467756",0.99658691659133,"5",1
2022,"WGX337","61983633",NA,NA,0
2022,"NNJ292","50987610",0.0000037085399531981,"1",0
2022,"XHX726","04772085",0.000000596411904256848,"1",0
2022,"WKA575","49442273",0.000000184980880249269,"1",0
2022,"VUV665","24091614",0.000000577318291745093,"1",0
2022,"LAB727","83256544",0.00000675428726182492,"1",0
2022,"AXL703","37912478",0.000000489483538148498,"1",0
2022,"MUN666","88987728",0.000000117359982761697,"1",0
2022,"CEI678","59696630",0.00000262145505761631,"1",0
2022,"BBZ696","12511308",NA,NA,0
2022,"EFW566","16647581",0.00000357568965801585,"1",0
2022,"EUY251","02357313",0.000000658713695278563,"1",0
2022,"KPA423","96597394",0.00000759328727472935,"1",0
2022,"OQP631","60756872",0.000000254880535292111,"1",0
2022,"TKI743","37102257",0.0653125333354529,"5",1
2022,"XHP275","55468397",0.00000439093701839676,"1",0
2022,"XMN027","99789670",0.523806396689365,"5",1
2022,"AMT032","78623848",0.00000110108015754291,"1",0
2022,"OIL542","73677848",0.0000042141724144904,"1",0
2022,"YMO710","29646949",0.000000514803308487832,"1",0
2022,"TJZ018","19998309",0.00000141192555644157,"1",0
2022,"VJO597","49096136",0.000000879353327256465,"1",0
2022,"RNB198","05650199",0.000000585625257574438,"1",0
2022,"FHV133","06053801",0.00000133860141000881,"1",0
2022,"ILP648","16287728",0.00000611450767777102,"1",0
2022,"ZNG729","20646442",0.00000304710850512952,"1",0
2022,"EOQ547","99569978",0.00000206194341405188,"1",0
2022,"CJQ817","48677346",0.00000270490338971367,"1",0
2022,"GKQ777","38725863",0.00000606067889415921,"1",0
2022,"KBG255","75309367",0.000000710408265972097,"1",0
2022,"UJM421","08186413",0.00000747906764978323,"1",0
2022,"MEW785","98854010",0.000000337118640498601,"1",0
2022,"ZCK623","51718008",0.00000111568916221826,"1",0
2022,"PUI959","80009541",0.000000446274291368119,"1",0
2022,"NML955","49954980",0.000000666109874759776,"1",0
2022,"WTW046","98293498",0.00000525790663271008,"1",0
2022,"SLY509","06640519",NA,NA,0
2022,"ZKP519","29581230",0.00000545379394291814,"1",0
2022,"VQZ518","80037061",0.00000516259719886983,"1",0
2022,"YGI725","67270050",0.000000282210692567101,"1",0
2022,"VSS496","00467429",0.00000226179771174341,"1",0
2022,"CSA269","46819894",0.00000274316838626749,"1",0
2022,"BLY623","30565158",0.00000115537946485776,"1",0
2022,"PVQ785","99317533",0.000000645991442673738,"1",0
2022,"UPP554","32037303",0.000000746227837196383,"1",0
2022,"VVU556","22938940",0.00000636960455492795,"1",0
2022,"GXX406","54582588",0.00000843383683526839,"1",0
2022,"NPA141","71162312",0.00000224251318460852,"1",0
2022,"FDG209","72096058",0.0000131837410312105,"1",0
